PMID,Sentence,Named-Entity,Label,Result
31526831,"Cholecystokinin (CCK), through the CCK-2 receptor, exerts complex effects on anxiety.",anxiety,MENTAL_HEALTH,1
34177891,"Overall, clinical and preclinical evidences strongly suggest that the GABAB receptor is a therapeutic candidate for depression and anxiety disorders.",GABAB receptor,CHEMICAL,1
34177891,"Overall, clinical and preclinical evidences strongly suggest that the GABAB receptor is a therapeutic candidate for depression and anxiety disorders.",depression,MENTAL_HEALTH,1
34177891,"Overall, clinical and preclinical evidences strongly suggest that the GABAB receptor is a therapeutic candidate for depression and anxiety disorders.",anxiety disorders,MENTAL_HEALTH,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",acid L-tryptophan,CHEMICAL,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",amnesia,MENTAL_HEALTH,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",nootropic agent piracetam,CHEMICAL,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",sodium selenite,CHEMICAL,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",antioxidants alpha-tocopherol,NUTRITION,1
23680468,We aimed to examine the association between MDA and A-ADHD.,MDA,CHEMICAL,1
23680468,We aimed to examine the association between MDA and A-ADHD.,A-ADHD,DISEASE,1
32654402,The outcome with pegylated IFN (PEG-IFN) and newer NUCs may be even better because of more effective treatment and/or a low risk of resistance.,PEG-IFN,CHEMICAL,1
32654402,The outcome with pegylated IFN (PEG-IFN) and newer NUCs may be even better because of more effective treatment and/or a low risk of resistance.,resistance,MENTAL_HEALTH,1
32654402,The outcome with pegylated IFN (PEG-IFN) and newer NUCs may be even better because of more effective treatment and/or a low risk of resistance.,newer NUCs,CHEMICAL,1
32654402,The outcome with pegylated IFN (PEG-IFN) and newer NUCs may be even better because of more effective treatment and/or a low risk of resistance.,pegylated IFN,CHEMICAL,1
27417982,Adrenergic agents and vasodilators are associated with a high prevalence of orthostatic hypotension in diabetic patients.,Adrenergic agents,CHEBI,1
27417982,Adrenergic agents and vasodilators are associated with a high prevalence of orthostatic hypotension in diabetic patients.,diabetic patients,DISEASE,1
27417982,Adrenergic agents and vasodilators are associated with a high prevalence of orthostatic hypotension in diabetic patients.,orthostatic hypotension,DISEASE,1
31108875,The anticonvulsant drugs valproic acid and valpromide inhibit EBV in Burkitt lymphoma cells.,drugs valproic acid,CHEMICAL,1
31108875,The anticonvulsant drugs valproic acid and valpromide inhibit EBV in Burkitt lymphoma cells.,Burkitt lymphoma cells,DISEASE,1
19490092,"In this study, we investigated the molecular mechanisms by which the non-selective cannabinoid receptor agonist WIN55,212-2 (WIN) protects mouse nigrostriatal neurons from 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced neurotoxicity and neuroinflammation.","non-selective cannabinoid receptor agonist WIN55,212",CHEMICAL,1
19490092,"In this study, we investigated the molecular mechanisms by which the non-selective cannabinoid receptor agonist WIN55,212-2 (WIN) protects mouse nigrostriatal neurons from 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced neurotoxicity and neuroinflammation.",(MPTP)-induced neurotoxicity,DISEASE,1
19490092,"In this study, we investigated the molecular mechanisms by which the non-selective cannabinoid receptor agonist WIN55,212-2 (WIN) protects mouse nigrostriatal neurons from 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced neurotoxicity and neuroinflammation.",neuroinflammation,DISEASE,1
19490092,"In this study, we investigated the molecular mechanisms by which the non-selective cannabinoid receptor agonist WIN55,212-2 (WIN) protects mouse nigrostriatal neurons from 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced neurotoxicity and neuroinflammation.","non-selective cannabinoid receptor agonist WIN55,212",CHEBI,1
32937186,"Taken together, the present results showed that morphine administration could improve stress-induced memory impairment and anxiety in the rats exposed to the inescapable acute stress.",morphine administration,CHEMICAL,1
32937186,"Taken together, the present results showed that morphine administration could improve stress-induced memory impairment and anxiety in the rats exposed to the inescapable acute stress.",anxiety,MENTAL_HEALTH,1
32937186,"Taken together, the present results showed that morphine administration could improve stress-induced memory impairment and anxiety in the rats exposed to the inescapable acute stress.",stress-induced memory impairment,DISEASE,1
23436669,"Anxiety disorders can occur in intoxication by stimulants, as well as in withdrawal syndrome, both by stimulants and sedatives.",Anxiety disorders,MENTAL_HEALTH,1
23436669,"Anxiety disorders can occur in intoxication by stimulants, as well as in withdrawal syndrome, both by stimulants and sedatives.",stimulants,CHEMICAL,1
23436669,"Anxiety disorders can occur in intoxication by stimulants, as well as in withdrawal syndrome, both by stimulants and sedatives.",withdrawal syndrome,DISEASE,1
15179444,"TC-1734 was very well tolerated in acute and chronic oral toxicity studies in mice, rats and dogs.",TC-1734,CHEMICAL,1
15179444,"TC-1734 was very well tolerated in acute and chronic oral toxicity studies in mice, rats and dogs.",acute oral toxicity studies,DISEASE,1
35093492,Plasma HPA axis hormones were assayed by ELISA and enteroid and colorectal cancer cell line cultures were used to verify function.,Plasma HPA axis hormones,CHEBI,1
35093492,Plasma HPA axis hormones were assayed by ELISA and enteroid and colorectal cancer cell line cultures were used to verify function.,cancer cell line cultures,DISEASE,1
9583357,"A human protein, C-peptide, thought to be a useless byproduct of insulin may protect against devastating heart and nerve damage that diabetes causes.",C-peptide,CHEMICAL,1
9583357,"A human protein, C-peptide, thought to be a useless byproduct of insulin may protect against devastating heart and nerve damage that diabetes causes.",devastating heart damage,DISEASE,1
31918180,"However, potential effects of ADT treatment on neurocognitive dysfunction remain unclear.",ADT treatment,CHEMICAL,1
31918180,"However, potential effects of ADT treatment on neurocognitive dysfunction remain unclear.",neurocognitive dysfunction,DISEASE,1
1376106,"Serious suicidal behavior, affective disorders, and a variety of other psychopathologic behaviors and syndromes have been found to correlate with measures of the serotonin system.",suicidal behavior,MENTAL_HEALTH,1
1376106,"Serious suicidal behavior, affective disorders, and a variety of other psychopathologic behaviors and syndromes have been found to correlate with measures of the serotonin system.",serotonin system,CHEMICAL,1
1376106,"Serious suicidal behavior, affective disorders, and a variety of other psychopathologic behaviors and syndromes have been found to correlate with measures of the serotonin system.",affective disorders,MENTAL_HEALTH,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",borderline personality disorder,MENTAL_HEALTH,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",BPD,DISEASE,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",male non-suicidal patients,DISEASE,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",cholesterol levels,NUTRITION,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",suicidal behavior,MENTAL_HEALTH,1
15655528,"Where known, the mode of action in cardiovascular disease is from antagonism of endogenous catecholamine responses in the heart (mainly at beta1-adrenoceptors), while the worrisome side effects of bronchospasm result from airway beta2-adrenoceptor blockade.",bronchospasm,DISEASE,1
15655528,"Where known, the mode of action in cardiovascular disease is from antagonism of endogenous catecholamine responses in the heart (mainly at beta1-adrenoceptors), while the worrisome side effects of bronchospasm result from airway beta2-adrenoceptor blockade.",airway beta2-adrenoceptor blockade,DISEASE,1
15655528,"Where known, the mode of action in cardiovascular disease is from antagonism of endogenous catecholamine responses in the heart (mainly at beta1-adrenoceptors), while the worrisome side effects of bronchospasm result from airway beta2-adrenoceptor blockade.",cardiovascular disease,DISEASE,1
15655528,"Where known, the mode of action in cardiovascular disease is from antagonism of endogenous catecholamine responses in the heart (mainly at beta1-adrenoceptors), while the worrisome side effects of bronchospasm result from airway beta2-adrenoceptor blockade.",endogenous catecholamine responses,CHEMICAL,1
7871108,"Six months after the disclosure of the test results, both gene carriers and noncarriers reported a significant decrease in unwanted intrusive thoughts about HD.",gene carriers,CHEBI,1
7871108,"Six months after the disclosure of the test results, both gene carriers and noncarriers reported a significant decrease in unwanted intrusive thoughts about HD.",unwanted intrusive thoughts,MENTAL_HEALTH,1
8861189,Zinc supplementation or cisapride could be a therapeutic option in addition to psychological and other approaches in anorexia nervosa.,cisapride,CHEMICAL,1
8861189,Zinc supplementation or cisapride could be a therapeutic option in addition to psychological and other approaches in anorexia nervosa.,anorexia nervosa,MENTAL_HEALTH,1
8861189,Zinc supplementation or cisapride could be a therapeutic option in addition to psychological and other approaches in anorexia nervosa.,Zinc supplementation,CHEMICAL,1
34606437,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union for excessive daytime sleepiness in adults with narcolepsy (75-150 mg/day) or obstructive sleep apnea (OSA; 37.5-150 mg/day).",dopamine/norepinephrine reuptake inhibitor,CHEMICAL,1
34606437,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union for excessive daytime sleepiness in adults with narcolepsy (75-150 mg/day) or obstructive sleep apnea (OSA; 37.5-150 mg/day).",obstructive sleep apnea,MENTAL_HEALTH,1
34606437,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union for excessive daytime sleepiness in adults with narcolepsy (75-150 mg/day) or obstructive sleep apnea (OSA; 37.5-150 mg/day).",OSA,DISEASE,1
34606437,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union for excessive daytime sleepiness in adults with narcolepsy (75-150 mg/day) or obstructive sleep apnea (OSA; 37.5-150 mg/day).",narcolepsy,MENTAL_HEALTH,1
34606437,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union for excessive daytime sleepiness in adults with narcolepsy (75-150 mg/day) or obstructive sleep apnea (OSA; 37.5-150 mg/day).",excessive daytime sleepiness,MENTAL_HEALTH,1
34606437,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union for excessive daytime sleepiness in adults with narcolepsy (75-150 mg/day) or obstructive sleep apnea (OSA; 37.5-150 mg/day).",Solriamfetol,CHEMICAL,1
19010975,"Results demonstrate that inhibition of 5-HT and noradrenaline reuptake by duloxetine markedly reduces food intake, suggesting that this may be a novel approach for the treatment of obesity.",duloxetine,CHEMICAL,1
19010975,"Results demonstrate that inhibition of 5-HT and noradrenaline reuptake by duloxetine markedly reduces food intake, suggesting that this may be a novel approach for the treatment of obesity.",5-HT reuptake,CHEMICAL,1
19010975,"Results demonstrate that inhibition of 5-HT and noradrenaline reuptake by duloxetine markedly reduces food intake, suggesting that this may be a novel approach for the treatment of obesity.",noradrenaline,CHEMICAL,1
34720995,"After adjustment for all covariates, higher UA had a dose-response association with a lower risk of MCI (all P for  trend Conclusions: High blood UA level is associated with reduced risks of MCI among Chinese older adults, highlighting the potential of managing UA in daily life for maintaining late-life cognition.",High blood UA level,CHEMICAL,1
34720995,"After adjustment for all covariates, higher UA had a dose-response association with a lower risk of MCI (all P for  trend Conclusions: High blood UA level is associated with reduced risks of MCI among Chinese older adults, highlighting the potential of managing UA in daily life for maintaining late-life cognition.",MCI,DISEASE,1
25843346,"The results showed that (1) occluding the left carotid artery of Mongolian gerbils not only decreased the cortex specific gravity (cortex edema) but also increased AVP levels in the ipsilateral cortex (ischemic area) including left prefrontal lobe, left parietal lobe, left temporal lobe, left occipital lobe and left hippocampus for the first 6 hours, and did not change of the cortex specific gravity and AVP concentration in the right cortex (non-ischemic area); (2) there were many negative relationships between the specific gravity and AVP levels in the ischemic cortex; (3) intranasal AVP (50 ng or 200 ng), which could pass through the blood-brain barrier to the brain, aggravated the focal cortex edema, whereas intranasal AVP receptor antagonist-D(CH2)5Tyr(ET)DAVP (2 µg) mitigated the cortex edema in the ischemic area after occluding the left carotid artery of Mongolian gerbils; and (4) either intranasal AVP or AVP receptor antagonist did not evoke that edema in the non-ischemic cortex.",intranasal AVP receptor antagonist-D(CH2)5Tyr(ET)DAVP,CHEMICAL,1
25843346,"The results showed that (1) occluding the left carotid artery of Mongolian gerbils not only decreased the cortex specific gravity (cortex edema) but also increased AVP levels in the ipsilateral cortex (ischemic area) including left prefrontal lobe, left parietal lobe, left temporal lobe, left occipital lobe and left hippocampus for the first 6 hours, and did not change of the cortex specific gravity and AVP concentration in the right cortex (non-ischemic area); (2) there were many negative relationships between the specific gravity and AVP levels in the ischemic cortex; (3) intranasal AVP (50 ng or 200 ng), which could pass through the blood-brain barrier to the brain, aggravated the focal cortex edema, whereas intranasal AVP receptor antagonist-D(CH2)5Tyr(ET)DAVP (2 µg) mitigated the cortex edema in the ischemic area after occluding the left carotid artery of Mongolian gerbils; and (4) either intranasal AVP or AVP receptor antagonist did not evoke that edema in the non-ischemic cortex.",cortex edema,DISEASE,1
25843346,"The results showed that (1) occluding the left carotid artery of Mongolian gerbils not only decreased the cortex specific gravity (cortex edema) but also increased AVP levels in the ipsilateral cortex (ischemic area) including left prefrontal lobe, left parietal lobe, left temporal lobe, left occipital lobe and left hippocampus for the first 6 hours, and did not change of the cortex specific gravity and AVP concentration in the right cortex (non-ischemic area); (2) there were many negative relationships between the specific gravity and AVP levels in the ischemic cortex; (3) intranasal AVP (50 ng or 200 ng), which could pass through the blood-brain barrier to the brain, aggravated the focal cortex edema, whereas intranasal AVP receptor antagonist-D(CH2)5Tyr(ET)DAVP (2 µg) mitigated the cortex edema in the ischemic area after occluding the left carotid artery of Mongolian gerbils; and (4) either intranasal AVP or AVP receptor antagonist did not evoke that edema in the non-ischemic cortex.",AVP levels,CHEMICAL,1
25843346,"The results showed that (1) occluding the left carotid artery of Mongolian gerbils not only decreased the cortex specific gravity (cortex edema) but also increased AVP levels in the ipsilateral cortex (ischemic area) including left prefrontal lobe, left parietal lobe, left temporal lobe, left occipital lobe and left hippocampus for the first 6 hours, and did not change of the cortex specific gravity and AVP concentration in the right cortex (non-ischemic area); (2) there were many negative relationships between the specific gravity and AVP levels in the ischemic cortex; (3) intranasal AVP (50 ng or 200 ng), which could pass through the blood-brain barrier to the brain, aggravated the focal cortex edema, whereas intranasal AVP receptor antagonist-D(CH2)5Tyr(ET)DAVP (2 µg) mitigated the cortex edema in the ischemic area after occluding the left carotid artery of Mongolian gerbils; and (4) either intranasal AVP or AVP receptor antagonist did not evoke that edema in the non-ischemic cortex.",focal cortex edema,DISEASE,1
25843346,"The results showed that (1) occluding the left carotid artery of Mongolian gerbils not only decreased the cortex specific gravity (cortex edema) but also increased AVP levels in the ipsilateral cortex (ischemic area) including left prefrontal lobe, left parietal lobe, left temporal lobe, left occipital lobe and left hippocampus for the first 6 hours, and did not change of the cortex specific gravity and AVP concentration in the right cortex (non-ischemic area); (2) there were many negative relationships between the specific gravity and AVP levels in the ischemic cortex; (3) intranasal AVP (50 ng or 200 ng), which could pass through the blood-brain barrier to the brain, aggravated the focal cortex edema, whereas intranasal AVP receptor antagonist-D(CH2)5Tyr(ET)DAVP (2 µg) mitigated the cortex edema in the ischemic area after occluding the left carotid artery of Mongolian gerbils; and (4) either intranasal AVP or AVP receptor antagonist did not evoke that edema in the non-ischemic cortex.",intranasal AVP,CHEMICAL,1
23331637,Mouse lines selectively bred for high (HAP) or low (LAP) alcohol preference may be a relevant model of genetic risk for co-morbid alcoholism and PTSD in humans.,alcohol preference,CHEMICAL,1
23331637,Mouse lines selectively bred for high (HAP) or low (LAP) alcohol preference may be a relevant model of genetic risk for co-morbid alcoholism and PTSD in humans.,PTSD,DISEASE,1
23331637,Mouse lines selectively bred for high (HAP) or low (LAP) alcohol preference may be a relevant model of genetic risk for co-morbid alcoholism and PTSD in humans.,alcoholism,DISEASE,1
30579177,These findings suggest that extensive disturbances of phospholipids may be involved in the development of SCZ.,phospholipids,NUTRITION,1
30579177,These findings suggest that extensive disturbances of phospholipids may be involved in the development of SCZ.,SCZ,DISEASE,1
9384820,"The present method of AMPA administration is more suitable for investigating ALS pathogenesis than acute injections, in view of the gradual progression of the disease and the selectivity of lesions produced.",AMPA administration,CHEMICAL,1
9384820,"The present method of AMPA administration is more suitable for investigating ALS pathogenesis than acute injections, in view of the gradual progression of the disease and the selectivity of lesions produced.",ALS pathogenesis,DISEASE,1
33489388,This shift should be considered when hyperthyroidism persists despite reducing or stopping levothyroxine.,hyperthyroidism,DISEASE,1
33489388,This shift should be considered when hyperthyroidism persists despite reducing or stopping levothyroxine.,levothyroxine,CHEMICAL,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",thyroxine,CHEMICAL,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",PV loss,DISEASE,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",PD,DISEASE,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",TH insufficiency,CHEMICAL,1
33762687,"TH insufficiency showed a decrease in the expression of parvalbumin (PV) in the cortex and hippocampus of pups at postnatal day (PD) 14, while treatment with thyroxine from PD 0 to PD 14 ameliorated the PV loss.",parvalbumin,CHEMICAL,1
31598428,This review highlights the necessity for further research and trials to elucidate the role of naltrexone in human psychogenic drinking behavior.,naltrexone,CHEMICAL,1
31598428,This review highlights the necessity for further research and trials to elucidate the role of naltrexone in human psychogenic drinking behavior.,human psychogenic drinking behavior,DISEASE,1
19647755,"Naltrexone therapy for alcohol abuse may then act, in part, in the NAc by blocking this opioid-triggered cycle of alcohol intake.",alcohol abuse,MENTAL_HEALTH,1
19647755,"Naltrexone therapy for alcohol abuse may then act, in part, in the NAc by blocking this opioid-triggered cycle of alcohol intake.",alcohol intake,CHEMICAL,1
19647755,"Naltrexone therapy for alcohol abuse may then act, in part, in the NAc by blocking this opioid-triggered cycle of alcohol intake.",Naltrexone therapy,CHEMICAL,1
28934988,High prevalence of iron deficiency (ID) and iron deficiency anemia (IDA) has been reported in children with autism spectrum disorder (ASD).,iron deficiency anemia,CHEMICAL,1
28934988,High prevalence of iron deficiency (ID) and iron deficiency anemia (IDA) has been reported in children with autism spectrum disorder (ASD).,autism spectrum disorder,MENTAL_HEALTH,1
28934988,High prevalence of iron deficiency (ID) and iron deficiency anemia (IDA) has been reported in children with autism spectrum disorder (ASD).,ASD,DISEASE,1
28934988,High prevalence of iron deficiency (ID) and iron deficiency anemia (IDA) has been reported in children with autism spectrum disorder (ASD).,iron deficiency,CHEMICAL,1
31860232,"New direct-acting antivirals (DAAs), introduced in late 2013, are effective for treating chronic hepatitis C virus (HCV) infection but may pose substantial financial burden on patients and health insurers.",New direct-acting antivirals,CHEBI,1
31860232,"New direct-acting antivirals (DAAs), introduced in late 2013, are effective for treating chronic hepatitis C virus (HCV) infection but may pose substantial financial burden on patients and health insurers.",chronic virus infection,DISEASE,1
31860232,"New direct-acting antivirals (DAAs), introduced in late 2013, are effective for treating chronic hepatitis C virus (HCV) infection but may pose substantial financial burden on patients and health insurers.",hepatitis C virus,DISEASE,1
31860232,"New direct-acting antivirals (DAAs), introduced in late 2013, are effective for treating chronic hepatitis C virus (HCV) infection but may pose substantial financial burden on patients and health insurers.",New direct-acting antivirals,CHEMICAL,1
9579408,"Our data show that PC12 cell death under high-oxygen conditions is due to apoptosis and that, among the vitamin E homologs, alphaT most effectively prevents hyperoxic apoptosis.",alphaT,CHEMICAL,1
9579408,"Our data show that PC12 cell death under high-oxygen conditions is due to apoptosis and that, among the vitamin E homologs, alphaT most effectively prevents hyperoxic apoptosis.",vitamin E homologs,CHEBI,1
9579408,"Our data show that PC12 cell death under high-oxygen conditions is due to apoptosis and that, among the vitamin E homologs, alphaT most effectively prevents hyperoxic apoptosis.",hyperoxic apoptosis,DISEASE,1
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",nadolol,CHEMICAL,1
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",drug,CHEBI,1
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",propranolol,CHEMICAL,1
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",atenolol,CHEMICAL,1
6139118,"In 32 patients with angina of effort, the antianginal effects and action duration of propranolol, atenolol, labetalol and nadolol were compared during the exercise test after a single dose of the drug.",labetalol,CHEMICAL,1
27030822,"This localization is ideal if macular xanthophylls are to act as lipid-soluble antioxidants, which is the most accepted mechanism through which lutein and zeaxanthin protect neural tissue against degenerative diseases.",zeaxanthin,CHEBI,1
27030822,"This localization is ideal if macular xanthophylls are to act as lipid-soluble antioxidants, which is the most accepted mechanism through which lutein and zeaxanthin protect neural tissue against degenerative diseases.",degenerative diseases,DISEASE,1
27030822,"This localization is ideal if macular xanthophylls are to act as lipid-soluble antioxidants, which is the most accepted mechanism through which lutein and zeaxanthin protect neural tissue against degenerative diseases.",lutein,CHEBI,1
22512666,"In general, the water solubility of the monomeric Al materials depends on pH and their water solubility and gastrointestinal bioavailability are much greater than that of the hydrated Al silicates.",monomeric Al materials,CHEMICAL,1
22512666,"In general, the water solubility of the monomeric Al materials depends on pH and their water solubility and gastrointestinal bioavailability are much greater than that of the hydrated Al silicates.",gastrointestinal bioavailability,DISEASE,1
